phase_id,phase_label,event_id,rank_type,analysis_universe,analysis_universe_label,cat_clean,semantic_within_cat,subcat_label,share_of_wallet_pre,share_of_wallet_post,share_of_wallet_diff,sales_per_active_user_diff,count_per_active_user_diff,active_subcat_user_proxy_diff,wallet_pct_shift_during_same_window,post_window_crosses_luna,n_obs_pre,n_obs_post,pre_user_weeks_sum,post_user_weeks_sum,pre_sales_sum,post_sales_sum
treasury_crypto_casspr_consultation_2022_8w,Treasury crypto CASSPr licensing consultation +/-8w,treasury_crypto_casspr_consultation_2022,exchange_leakage_positive,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Other,other_misc_crypto_binance,Other: other misc crypto binance,0.00022458163477629797,0.00027614307737193066,5.1561442595632686e-05,0.21609855573692338,0.0005445126389451893,0.00014524542066161297,0.07612928718192326,True,8,8,1820.0,2049.0,1034755.1200000001,1400911.4700000002
treasury_crypto_casspr_consultation_2022_8w,Treasury crypto CASSPr licensing consultation +/-8w,treasury_crypto_casspr_consultation_2022,exchange_leakage_positive,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Service Charges & Fees,service_charges_fees_misc_crypto_binance,Service Charges & Fees: service charges fees misc crypto binance,2.1021166954087844e-05,3.124672041554011e-05,1.0225553461452264e-05,0.03704614591676369,3.156448574123715e-05,1.0192082380870612e-05,0.07612928718192326,True,8,8,224.0,237.0,95146.60999999999,159053.03
treasury_crypto_casspr_consultation_2022_8w,Treasury crypto CASSPr licensing consultation +/-8w,treasury_crypto_casspr_consultation_2022,exchange_leakage_positive,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Other,other_misc_crypto_coinspot,Other: other misc crypto coinspot,4.002785374778563e-05,4.31525736086074e-05,3.124719860821769e-06,0.024977127009753852,-2.6994972805853578e-05,-1.617409927047434e-05,0.07612928718192326,True,8,8,465.0,426.0,180482.31999999998,220433.35
treasury_crypto_casspr_consultation_2022_8w,Treasury crypto CASSPr licensing consultation +/-8w,treasury_crypto_casspr_consultation_2022,exchange_leakage_positive,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Loans,loans_misc_crypto_coinspot,Loans: loans misc crypto coinspot,2.0409742106153967e-05,2.1738967729521914e-05,1.329225623367947e-06,0.011880378467244684,3.109220764572476e-06,3.911259891132537e-06,0.07612928718192326,True,8,8,267.0,268.0,91674.92000000001,111057.65999999999
treasury_crypto_casspr_consultation_close_2022_2w,Treasury crypto CASSPr consultation closes +/-2w,treasury_crypto_casspr_consultation_close_2022,primary_crypto_negative,primary_crypto_services,Primary crypto services,Services,services_crypto,Services: services crypto,0.0001292419658074931,8.745368069179772e-05,-4.178828511569539e-05,-0.1021640251499516,-0.0007137964440674092,-0.00032295121411758546,0.08942481841955417,False,2,2,480.0,342.0,173295.06,130278.12000000001
treasury_crypto_casspr_consultation_close_2022_2w,Treasury crypto CASSPr consultation closes +/-2w,treasury_crypto_casspr_consultation_close_2022,exchange_leakage_negative,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Other,other_misc_crypto_binance,Other: other misc crypto binance,0.00040375031164454353,0.0002449836502791323,-0.00015876666136541124,-0.41950961226180516,-0.0014893246946268536,-0.0007448219798574201,0.08942481841955417,False,2,2,840.0,518.0,545376.49,364991.5
treasury_crypto_casspr_consultation_close_2022_2w,Treasury crypto CASSPr consultation closes +/-2w,treasury_crypto_casspr_consultation_close_2022,exchange_leakage_negative,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Other,other_misc_crypto_swyftx,Other: other misc crypto swyftx,8.132017100129072e-05,3.9909734736942186e-05,-4.141043626434854e-05,-0.11255530027570296,-0.00029912647144408595,-0.00019920529097937313,0.08942481841955417,False,2,2,202.0,116.0,108059.68000000001,59452.77
treasury_crypto_casspr_consultation_close_2022_2w,Treasury crypto CASSPr consultation closes +/-2w,treasury_crypto_casspr_consultation_close_2022,exchange_leakage_negative,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Education,education_misc_crypto_binance,Education: education misc crypto binance,4.6200832053492984e-05,1.703893095768971e-05,-2.9161901095803274e-05,-0.08379955920689476,-0.00036823048747768896,-0.00019409607711542987,0.08942481841955417,False,2,2,194.0,110.0,61879.62,25382.52
treasury_crypto_casspr_consultation_close_2022_4w,Treasury crypto CASSPr consultation closes +/-4w,treasury_crypto_casspr_consultation_close_2022,primary_crypto_negative,primary_crypto_services,Primary crypto services,Services,services_crypto,Services: services crypto,9.824240310803068e-05,7.123252828342074e-05,-2.700987482460994e-05,-0.06352993087500075,-0.0003455250572239627,-0.00018230949675225767,0.07740115723533685,False,4,4,827.0,670.0,265282.0800000001,211113.42000000004
treasury_crypto_casspr_consultation_close_2022_4w,Treasury crypto CASSPr consultation closes +/-4w,treasury_crypto_casspr_consultation_close_2022,exchange_leakage_negative,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Other,other_misc_crypto_binance,Other: other misc crypto binance,0.00034170021695174857,0.0002824222177550054,-5.927799919674319e-05,-0.11438730488773641,-0.0005540952515703836,-0.00034536586362855586,0.07740115723533685,False,4,4,1301.0,1002.0,931487.31,835433.6400000001
treasury_crypto_casspr_consultation_close_2022_4w,Treasury crypto CASSPr consultation closes +/-4w,treasury_crypto_casspr_consultation_close_2022,exchange_leakage_negative,crypto_exchange_taxonomy_leakage,Crypto exchange labels outside Services,Other,other_misc_crypto_coinspot,Other: other misc crypto coinspot,6.865267069535249e-05,1.9154226573376265e-05,-4.949844412197623e-05,-0.14490886574399647,-0.00029945920118794496,-0.00016430558360096717,0.07740115723533685,False,4,4,296.0,152.0,184214.27,56870.490000000005
