layer,phase_id,phase_label,phase_group,event_date,event_week,window,pre_start,pre_end_exclusive,post_start,post_end_exclusive,n_obs_pre,n_obs_post,wallet_pct_shift_during_same_window,post_window_truncated,analysis_universe,cat_clean,analysis_universe_label,clean_pre_sales_sum,clean_pre_count_sum,clean_pre_user_weeks_sum,clean_pre_source_rows,clean_post_sales_sum,clean_post_count_sum,clean_post_user_weeks_sum,clean_post_source_rows,noise_pre_sales_sum,noise_pre_count_sum,noise_pre_user_weeks_sum,noise_pre_source_rows,noise_post_sales_sum,noise_post_count_sum,noise_post_user_weeks_sum,noise_post_source_rows,noise_sales_share_window,support_ok,plot_eligible,share_of_wallet_pre,share_of_wallet_post,share_of_wallet_diff,share_of_wallet_pct_change,sales_per_active_user_pre,sales_per_active_user_post,sales_per_active_user_diff,sales_per_active_user_pct_change,count_per_active_user_pre,count_per_active_user_post,count_per_active_user_diff,count_per_active_user_pct_change,active_subcat_user_proxy_pre,active_subcat_user_proxy_post,active_subcat_user_proxy_diff,active_subcat_user_proxy_pct_change
category,cut_2w,Cut start +/-2w,cut,2022-03-30,2022-03-28,2,2022-03-14,2022-03-28,2022-03-28,2022-04-11,2,2,0.008374059554278454,False,primary_domestic,Charitable Giving & Gifts,Primary domestic,240556.65000000002,6425.0,5785.0,22,207902.63,5471.0,4810.0,22,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,True,True,0.00019307817981827795,0.00016612674617948718,-2.6951433638790776e-05,-0.13958818994542535,0.5269086320902353,0.4512989401189206,-0.07560969197131473,-0.14349677983329423,0.014078254209468876,0.011879300567568933,-0.002198953641899943,-0.15619505154417168,0.012675974590069033,0.01044498371698572,-0.0022309908730833126,-0.1760015261336338
category,cut_2w,Cut start +/-2w,cut,2022-03-30,2022-03-28,2,2022-03-14,2022-03-28,2022-03-28,2022-04-11,2,2,0.008374059554278454,False,primary_domestic,Clothing & Personal Care,Primary domestic,14641.68,440.0,375.0,9,20652.17,459.0,376.0,9,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,True,False,1.1855105621537303e-05,1.6554208395802044e-05,4.699102774264741e-06,0.396377976230581,0.03209293533894441,0.044858843714449814,0.012765908375505404,0.3977793941464158,0.0009641352277382834,0.0009965537251124634,3.241849737418002e-05,0.0336244298947866,0.000821727220694057,0.0008164585230138909,-5.268697680166031e-06,-0.006411735607000972
category,cut_2w,Cut start +/-2w,cut,2022-03-30,2022-03-28,2,2022-03-14,2022-03-28,2022-03-28,2022-04-11,2,2,0.008374059554278454,False,primary_domestic,Education,Primary domestic,763093.8700000002,3669.0,2847.0,8,736064.1800000002,3314.0,2514.0,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,True,True,0.0006130404684216371,0.0005844770360086946,-2.856343241294248e-05,-0.04659306177042967,1.6715796750020053,1.5957530502322805,-0.07582662476972479,-0.04536225577738843,0.008039211924434658,0.007197371986105075,-0.0008418399383295829,-0.10471672425637463,0.006238046855756515,0.005459030518061002,-0.0007790163376955126,-0.1248814501892737
category,cut_2w,Cut start +/-2w,cut,2022-03-30,2022-03-28,2,2022-03-14,2022-03-28,2022-03-28,2022-04-11,2,2,0.008374059554278454,False,primary_domestic,Electronics & Merchandise,Primary domestic,17054127.20999912,348578.0,231870.0,24,17391805.32999928,352666.0,234407.0,24,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,True,True,0.013748487344314659,0.013944741088843107,0.00019625374452844797,0.014274569966390068,37.36786149978761,37.779150278338165,0.41128877855055634,0.011006484236538236,0.7637814563615446,0.7660781285700897,0.002296672208545125,0.003006975607244868,0.5080564533240317,0.5091615614792169,0.0011051081551851638,0.002175168030943877
category,cut_2w,Cut start +/-2w,cut,2022-03-30,2022-03-28,2,2022-03-14,2022-03-28,2022-03-28,2022-04-11,2,2,0.008374059554278454,False,primary_domestic,Entertainment & Recreation,Primary domestic,9185340.34000004,267694.0,156756.0,28,8534124.55000006,263955.0,154392.0,28,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,True,True,0.00740538152894564,0.006842154273066744,-0.0005632272558788957,-0.07605648050372452,20.126400804805204,18.53787629082256,-1.5885245139826445,-0.07892740134656279,0.5865666506768885,0.5733360780270045,-0.013230572649884031,-0.02255595785170562,0.34348432727515477,0.3353051771804941,-0.008179150094660692,-0.023812294900164763
category,cut_2w,Cut start +/-2w,cut,2022-03-30,2022-03-28,2,2022-03-14,2022-03-28,2022-03-28,2022-04-11,2,2,0.008374059554278454,False,primary_domestic,Groceries,Primary domestic,53155941.36000265,1116315.0,517606.0,12,52585490.950002834,1104108.0,511201.0,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,True,True,0.04284689365688445,0.04215765439146599,-0.0006892392654184593,-0.016086096484329744,116.47051060246133,114.22526131802329,-2.245249284438046,-0.019277405695434444,2.4459765365184656,2.3984083467340542,-0.04756818978441135,-0.019447524975901274,1.1341313154856143,1.1103564940856918,-0.023774821399922486,-0.020963023483521873
category,cut_2w,Cut start +/-2w,cut,2022-03-30,2022-03-28,2,2022-03-14,2022-03-28,2022-03-28,2022-04-11,2,2,0.008374059554278454,False,primary_domestic,Healthcare & Medical,Primary domestic,2244920.619999896,49904.0,41229.0,8,2170288.5799998958,50806.0,41758.0,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,True,True,0.0018078382338898938,0.0017363646299705343,-7.147360391935947e-05,-0.0395353979020407,4.918501550534511,4.7122971641543785,-0.20620438638013283,-0.04192422921117588,0.1093498332856489,0.11035327016039317,0.0010034368747442735,0.009176391445637117,0.09034139705708474,0.09069846404009382,0.00035706698300908,0.00395241821181332
category,cut_2w,Cut start +/-2w,cut,2022-03-30,2022-03-28,2,2022-03-14,2022-03-28,2022-03-28,2022-04-11,2,2,0.008374059554278454,False,primary_domestic,Home Improvement,Primary domestic,7101163.919999755,85904.0,54197.0,8,6775446.429999802,82613.0,52388.0,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,True,True,0.005721837573109694,0.005436965158444322,-0.00028487241466537173,-0.04978687546185443,15.558972910310445,14.720329725940179,-0.838643184370266,-0.053900934798499674,0.18822197808457342,0.1794544155521095,-0.008767562532463913,-0.04658097115802492,0.11874855129380993,0.11379745530165097,-0.004951095992158955,-0.04169394858476091
category,cut_2w,Cut start +/-2w,cut,2022-03-30,2022-03-28,2,2022-03-14,2022-03-28,2022-03-28,2022-04-11,2,2,0.008374059554278454,False,primary_domestic,Insurance,Primary domestic,29106768.00000001,110520.0,93694.0,6,13889731.959999999,102661.0,87534.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,True,True,0.023753090043407123,0.011109884645730695,-0.012643205397676428,-0.5322762375157021,63.83877437300662,30.156926429741766,-33.681847943264856,-0.5276079980242663,0.24212289984931923,0.22293900414051698,-0.019183895708802245,-0.07923205826768552,0.2052636953341493,0.19009136262655163,-0.015172332707597658,-0.07391629914339494
category,cut_2w,Cut start +/-2w,cut,2022-03-30,2022-03-28,2,2022-03-14,2022-03-28,2022-03-28,2022-04-11,2,2,0.008374059554278454,False,primary_domestic,Loans,Primary domestic,11507307.379999697,233963.0,85823.0,14,11624132.38999965,244423.0,95470.0,14,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,True,True,0.009270646847251865,0.00931018382749784,3.953698024597614e-05,0.004264748824694606,25.212713644710874,25.244832257806085,0.03211861309521069,0.0012739054410332597,0.5126197994104051,0.5308693585097279,0.0182495590993228,0.035600573993265015,0.18804449193478612,0.20735763847759542,0.0193131465428093,0.1027051967547505
category,cut_2w,Cut start +/-2w,cut,2022-03-30,2022-03-28,2,2022-03-14,2022-03-28,2022-03-28,2022-04-11,2,2,0.008374059554278454,False,primary_domestic,Mortgage,Primary domestic,4599.210000000001,22.0,22.0,2,33137.61,17.0,16.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,True,False,3.709921501676778e-06,2.7770632472162632e-05,2.4060710970485854e-05,6.485504062447441,0.010077951266289383,0.07264742090020433,0.06256946963391495,6.208550525860253,4.819467438231138e-05,3.7038500810706416e-05,-1.1156173571604964e-05,-0.23148145961329603,4.819467438231138e-05,3.484314004707213e-05,-1.3351534335239251e-05,-0.2770333964563435
category,cut_2w,Cut start +/-2w,cut,2022-03-30,2022-03-28,2,2022-03-14,2022-03-28,2022-03-28,2022-04-11,2,2,0.008374059554278454,False,primary_domestic,Office & Business,Primary domestic,1373239.2700000023,28256.0,19240.0,4,1357674.8100000033,27517.0,18648.0,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,True,True,0.001107103359527021,0.0010873994592794133,-1.970390024760762e-05,-0.017797706129286394,3.008958993329472,2.9485385681075895,-0.06042042522188229,-0.020080175687281772,0.06191176928793117,0.05976967447616016,-0.0021420948117710087,-0.03459915354395436,0.042157121406748016,0.04049959449422827,-0.0016575269125197467,-0.03931783900820205
category,cut_2w,Cut start +/-2w,cut,2022-03-30,2022-03-28,2,2022-03-14,2022-03-28,2022-03-28,2022-04-11,2,2,0.008374059554278454,False,primary_domestic,Personal & Family,Primary domestic,1563173.8499999817,37528.0,32196.0,19,1836542.4699999825,41405.0,35472.0,18,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,True,True,0.0012616357804218802,0.00146708998496786,0.00020545420454597986,0.1628474776430942,3.4254348844793343,3.986392785907225,0.5609579014278907,0.16376253537020782,0.08223503045330699,0.08991751930957646,0.007682488856269473,0.09342112253039885,0.07055225488310679,0.07702838997322202,0.006476135090115229,0.09179203557483874
category,cut_2w,Cut start +/-2w,cut,2022-03-30,2022-03-28,2,2022-03-14,2022-03-28,2022-03-28,2022-04-11,2,2,0.008374059554278454,False,primary_domestic,Pets,Primary domestic,25077.789999999994,639.0,586.0,2,18673.269999999997,544.0,502.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,True,False,2.0059939841382486e-05,1.527853998349015e-05,-4.781399857892335e-06,-0.23835564292314507,0.054915015186955435,0.0407323259110304,-0.014182689275925038,-0.25826614501772927,0.0013989855553713782,0.0011880583476533702,-0.00021092720771800802,-0.15077154078407534,0.0012828911916363578,0.0010964184599228828,-0.000186472731713475,-0.14535350537065006
category,cut_2w,Cut start +/-2w,cut,2022-03-30,2022-03-28,2,2022-03-14,2022-03-28,2022-03-28,2022-04-11,2,2,0.008374059554278454,False,primary_domestic,Rent,Primary domestic,1250511.0,1343.0,1204.0,2,1067796.6199999994,1301.0,1168.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,True,False,0.0010058510263132674,0.0008572960055377673,-0.0001485550207755001,-0.14769087756463986,2.739547616972214,2.320138360752484,-0.41940925621973024,-0.15309434799431124,0.0029425547786154846,0.0028248392878605652,-0.00011771549075491935,-0.040004519749435634,0.0026380035320451274,0.002536483419159353,-0.00010152011288577442,-0.03848369103852957
category,cut_2w,Cut start +/-2w,cut,2022-03-30,2022-03-28,2,2022-03-14,2022-03-28,2022-03-28,2022-04-11,2,2,0.008374059554278454,False,primary_domestic,Restaurants & Dining,Primary domestic,7060302.739999723,191143.0,100536.0,12,6943717.499999755,186404.0,99543.0,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,True,True,0.005690775205208578,0.005561814381513529,-0.0001289608236950488,-0.022661380751257797,15.469844662573646,15.08028130635816,-0.3895633562154863,-0.02518211169618018,0.41881481964082545,0.4048062043183893,-0.014008615322436135,-0.03344823216726163,0.22028529702463673,0.216175973925203,-0.004109323099433737,-0.0186545500536704
category,cut_2w,Cut start +/-2w,cut,2022-03-30,2022-03-28,2,2022-03-14,2022-03-28,2022-03-28,2022-04-11,2,2,0.008374059554278454,False,primary_domestic,Services,Primary domestic,1717509.3399999996,10275.0,7685.0,14,2631134.0899999994,10780.0,8546.0,14,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,True,True,0.001367765495261787,0.002061999516771079,0.0006942340215092921,0.5075680179930386,3.75967068501103,5.689083933716827,1.9294132487057967,0.5131867682980688,0.022510801278294183,0.023426411161628462,0.0009156098833342785,0.04067424664341674,0.01683685558028618,0.01857388532442384,0.0017370297441376588,0.10316829860864875
category,cut_2w,Cut start +/-2w,cut,2022-03-30,2022-03-28,2,2022-03-14,2022-03-28,2022-03-28,2022-04-11,2,2,0.008374059554278454,False,primary_domestic,Subscriptions & Online Services,Primary domestic,37196.38999999994,3138.0,2892.0,10,36422.49999999995,2835.0,2633.0,10,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,True,False,2.9970500542018298e-05,2.932269687996864e-05,-6.478036620496581e-07,-0.021614709475453863,0.08149879139738403,0.07918430312144997,-0.002314488275934057,-0.02839905029571209,0.006875427485728595,0.006157758942233156,-0.0007176685434954391,-0.1043816613563465,0.006336531640593161,0.005718818182716254,-0.0006177134578769072,-0.09748447461695041
category,cut_2w,Cut start +/-2w,cut,2022-03-30,2022-03-28,2,2022-03-14,2022-03-28,2022-03-28,2022-04-11,2,2,0.008374059554278454,False,primary_domestic,Telecom & Internet,Primary domestic,10206422.659999926,112951.0,98268.0,12,9647433.999999918,112444.0,97706.0,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,True,True,0.008223360065012083,0.007742205028550092,-0.000481155036461991,-0.05851075869937406,22.362612837579235,20.960345306023676,-1.4022675315555588,-0.06270588959082274,0.24748299027423246,0.24431442380420185,-0.0031685664700306093,-0.01280316868048008,0.21531099104380555,0.21229166651366935,-0.0030193245301362026,-0.014023085934902011
category,cut_2w,Cut start +/-2w,cut,2022-03-30,2022-03-28,2,2022-03-14,2022-03-28,2022-03-28,2022-04-11,2,2,0.008374059554278454,False,primary_domestic,Utilities,Primary domestic,3564533.0599999996,22191.0,18722.0,14,3454632.99,21639.0,18385.0,14,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,True,True,0.002871878886420466,0.002764163432361812,-0.00010771545405865394,-0.037506962625750345,7.809993482794084,7.501099439011265,-0.3088940437828196,-0.03955112695847096,0.0486211818345749,0.04698828890193609,-0.0016328929326388103,-0.03358398276278935,0.04102042654942071,0.03992160224368846,-0.0010988243057322503,-0.026787247187895658
category,cut_2w,Cut start +/-2w,cut,2022-03-30,2022-03-28,2,2022-03-14,2022-03-28,2022-03-28,2022-04-11,2,2,0.008374059554278454,False,secondary_travel_cycle,Travel,Secondary travel cycle,42830166.57000046,583728.0,290590.0,68,44979230.75000075,588882.0,293535.0,64,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,True,True,0.03447000338099761,0.03598396441687731,0.0015139610358797032,0.04392111654721535,93.83405508848455,97.66114517861638,3.8270900901318328,0.04078572631783766,1.2790114229362355,1.2790777894966965,6.636656046099532e-05,5.1888950536999224e-05,0.6367155983314636,0.6375531952718249,0.0008375969403612293,0.0013154961847270314
category,cut_2w,Cut start +/-2w,cut,2022-03-30,2022-03-28,2,2022-03-14,2022-03-28,2022-03-28,2022-04-11,0,0,0.008374059554278454,False,audit_noise,Postage & Shipping,Audit noise,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2692638.8700000085,30978.0,22055.0,28,2913295.380000007,32209.0,23065.0,30,1.0,False,False,,,,,,,,,,,,,,,,
category,cut_2w,Cut start +/-2w,cut,2022-03-30,2022-03-28,2,2022-03-14,2022-03-28,2022-03-28,2022-04-11,0,0,0.008374059554278454,False,audit_noise,Service Charges & Fees,Audit noise,0.0,0.0,0.0,0,0.0,0.0,0.0,0,16547981.500000004,252305.0,138249.0,104,18787115.889999192,512232.0,299481.0,109,1.0,False,False,,,,,,,,,,,,,,,,
category,cut_2w,Cut start +/-2w,cut,2022-03-30,2022-03-28,2,2022-03-14,2022-03-28,2022-03-28,2022-04-11,0,0,0.008374059554278454,False,audit_noise,Taxes,Audit noise,0.0,0.0,0.0,0,0.0,0.0,0.0,0,67342867.30999994,15745.0,11244.0,20,44871916.83,16050.0,11625.0,16,1.0,False,False,,,,,,,,,,,,,,,,
category,cut_4w,Cut start +/-4w,cut,2022-03-30,2022-03-28,4,2022-02-28,2022-03-28,2022-03-28,2022-04-25,4,4,-0.024124809291396064,False,diagnostic_pos_terminal,Automotive & Fuel,POS-terminal / reopening diagnostic,620141.7599999999,104.0,63.0,4,230780.03999999998,202.0,109.0,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,True,False,0.0002676724835100567,0.00010031304775857944,-0.00016735943575147725,-0.6252395971257517,0.6809339610658648,0.2539709000464388,-0.426963061019426,-0.6270256521661828,0.00011338756122418617,0.00022076659753192114,0.00010737903630773497,0.9470089589053657,6.861198607019712e-05,0.00011908975619459537,5.047777012439825e-05,0.7356990085195071
category,cut_4w,Cut start +/-4w,cut,2022-03-30,2022-03-28,4,2022-02-28,2022-03-28,2022-03-28,2022-04-25,4,4,-0.024124809291396064,False,diagnostic_pos_terminal,Electronics & Merchandise,POS-terminal / reopening diagnostic,436080.0899999999,133.0,84.0,4,2774319.840000001,253.0,160.0,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,True,False,0.00018778496895324148,0.0012095359016396354,0.001021750932686394,5.441068784055928,0.47872207889141616,3.054425689697268,2.575703610805852,5.380373549451588,0.00014491022078763093,0.00027655798252819105,0.00013164776174056012,0.9084780978526888,9.149839680398513e-05,0.00017492467949648842,8.342628269250329e-05,0.91177862789471
category,cut_4w,Cut start +/-4w,cut,2022-03-30,2022-03-28,4,2022-02-28,2022-03-28,2022-03-28,2022-04-25,4,4,-0.024124809291396064,False,diagnostic_pos_terminal,Entertainment & Recreation,POS-terminal / reopening diagnostic,113277.19000000003,274.0,157.0,4,1233367.45,548.0,260.0,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,True,False,4.6419123534168725e-05,0.0005182814428512485,0.0004718623193170798,10.165256975818295,0.1235526212315752,1.35320955797121,1.2296569367396348,9.952495742157373,0.00029840208300842486,0.0005987966291398108,0.000300394546131386,1.0066771086276394,0.00017103600842990413,0.00028396814256737344,0.0001129321341374693,0.6602827976060515
category,cut_4w,Cut start +/-4w,cut,2022-03-30,2022-03-28,4,2022-02-28,2022-03-28,2022-03-28,2022-04-25,4,4,-0.024124809291396064,False,diagnostic_pos_terminal,Groceries,POS-terminal / reopening diagnostic,1566173.78,471.0,223.0,4,15867621.05,843.0,349.0,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,True,False,0.000620612407412407,0.006463415584297479,0.005842803176885071,9.414576806877202,1.7021395968479214,17.36835441411531,15.666214817267388,9.203836657274529,0.0005131757764386316,0.000921446122116252,0.0004082703456776204,0.7955760275961575,0.00024261329482745875,0.00038154324665099827,0.0001389299518235395,0.5726394834312086
category,cut_4w,Cut start +/-4w,cut,2022-03-30,2022-03-28,4,2022-02-28,2022-03-28,2022-03-28,2022-04-25,4,4,-0.024124809291396064,False,diagnostic_pos_terminal,Healthcare & Medical,POS-terminal / reopening diagnostic,132230.67,104.0,80.0,4,496001.98,181.0,135.0,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,True,False,5.631831695690846e-05,0.0001914630295194043,0.00013514471256249584,2.399658226042174,0.14509744863593418,0.5371421762656736,0.3920447276297394,2.7019408770820204,0.00011320405345249082,0.00019762920329614213,8.442514984365131e-05,0.7457785058825888,8.706843137413813e-05,0.00014741246490913463,6.0344033534996506e-05,0.6930644388859457
category,cut_4w,Cut start +/-4w,cut,2022-03-30,2022-03-28,4,2022-02-28,2022-03-28,2022-03-28,2022-04-25,4,4,-0.024124809291396064,False,diagnostic_pos_terminal,Other,POS-terminal / reopening diagnostic,25433242.940000005,1419.0,398.0,4,62576125.660000004,2285.0,594.0,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,True,False,0.009992945501714676,0.026427338177000423,0.016434392675285747,1.6445994499285312,27.659688972498444,68.63961377087068,40.97992479837224,1.4815757631663131,0.0015444970079725887,0.0024966661168355567,0.000952169108862968,0.6164913910146382,0.000433116042163149,0.0006491236965383337,0.00021600765437518467,0.4987292857968477
