event_id,event_name,event_family,event_date,event_week,window,scope,group,label,target_group,expected_direction,n_weeks_pre,n_weeks_post,n_unique_users_pre,n_unique_users_post,source_rows_pre,source_rows_post,share_of_wallet_pre,share_of_wallet_post,share_of_wallet_diff,share_of_wallet_pct_change,participation_rate_pre,participation_rate_post,participation_rate_diff,participation_rate_pct_change,count_per_donor_week_pre,count_per_donor_week_post,count_per_donor_week_diff,count_per_donor_week_pct_change,sales_per_donor_week_pre,sales_per_donor_week_post,sales_per_donor_week_diff,sales_per_donor_week_pct_change,target_share_counterintuitive,target_participation_counterintuitive
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,2,broad,human_rights,Human rights,True,up,2,2,199.0,197.0,6,5,8.531400878727627e-06,7.761220520113335e-06,-7.70180358614292e-07,-0.09027595462483491,0.0005952707743171889,0.0005892093172330105,-6.061457084178363e-06,-0.01018268886311648,1.0303232998885172,1.0189518787079763,-0.011371421180540908,-0.01103675048576628,33.12323690078038,32.39034168314656,-0.7328952176338177,-0.02212631633282648,True,True
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,2,broad,mental_health,Mental health,True,up,2,2,484.0,541.0,31,27,1.4616676615618399e-05,1.6990449392095346e-05,2.373772776476947e-06,0.1624016757640032,0.0014492482815408212,0.0016198990020309515,0.00017065072049013029,0.11775119740607644,1.0866414835164835,1.0832331073693418,-0.003408376147141734,-0.003136615156741374,24.042711195054945,25.753209189809752,1.7104979947548067,0.07114413931431403,False,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,2,broad,religious_stvdp,St Vincent / religious,False,up,2,2,1012.0,978.0,3,2,2.6123366968442616e-05,2.4547645610090153e-05,-1.5757213583524637e-06,-0.06031846355241867,0.00303028369021397,0.0029284413964430715,-0.00010184229377089866,-0.033608171439456054,1.1534727790092596,1.2015097022415522,0.04803692323229258,0.041645476257838036,20.601787522205974,20.576653228504515,-0.025134293701459143,-0.0012200054812898022,False,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,2,broad,total_charity,Total charity,True,up,2,2,26235.0,29146.0,102,95,0.0022611224540824947,0.002440577369404018,0.00017945491532152334,0.07936541207554437,0.07854617218879859,0.08726261856256787,0.008716446373769282,0.11097226167581886,1.223442892587651,1.2332723960526968,0.009829503465045741,0.008034296921089455,68.59766630747573,68.56679998348885,-0.030866323986884936,-0.0004499617209794372,False,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,2,strict,aid_oxfam,Oxfam,True,up,2,2,55.0,664.0,2,2,4.396063645710248e-06,3.282732559593423e-05,2.8431261950223983e-05,6.467436379809397,0.0001646629271416974,0.0019963083892253074,0.00183164546208361,11.123605621971144,1.0542328042328042,1.0397435897435896,-0.014489214489214586,-0.01374384711900405,63.55677248677249,49.943855769230765,-13.612916717541722,-0.21418514793800864,False,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,2,strict,aid_red_cross,Red Cross,True,up,2,2,779.0,750.0,2,2,3.1639604543264386e-05,3.056126944106515e-05,-1.0783351021992365e-06,-0.03408181352977114,0.002334141039919463,0.0022437977794013304,-9.034326051813278e-05,-0.038705142051420324,1.0682369561679907,1.0840954684918573,0.01585851232386659,0.014845500553317952,32.10754493409665,33.25214796731177,1.1446030332151196,0.03564903624878546,True,True
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,2,strict,aid_salvation_army,Salvation Army,False,up,2,2,167.0,202.0,2,2,8.190244598427573e-06,1.1009602477997813e-05,2.81935787957024e-06,0.3442336606298086,0.0005001024272551314,0.0006047747626821869,0.00010467233542705548,0.20930179443751432,1.1308485905260097,1.0945839874411303,-0.03626460308487944,-0.032068486788325135,38.20301511188608,44.766165620094185,6.563150508208103,0.1717966628808341,False,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,2,strict,aid_smith_family,Smith Family,False,up,2,2,9.0,83.0,2,2,4.0626294856453924e-07,6.150694515455698e-06,5.744431566891158e-06,14.139688561775388,2.6904117726754254e-05,0.00024757788369678157,0.00022067376597002732,8.202230164588626,1.2142857142857144,1.2415413533834587,0.02725563909774431,0.02244582043343649,31.455357142857142,45.76315789473684,14.3078007518797,0.45486054050823915,False,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,2,strict,aid_unicef,UNICEF,True,up,2,2,155.0,59.0,2,2,8.204795758000893e-06,3.542661984429999e-06,-4.6621337735708945e-06,-0.5682205762434271,0.00046510834111648575,0.0001772876684423174,-0.00028782067267416837,-0.6188250074880598,1.0658295281582952,1.0192307692307692,-0.046598758927526074,-0.04372064921868566,44.93493150684931,44.567857142857136,-0.36707436399217386,-0.008169020218406736,True,True
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,2,strict,aid_world_vision,World Vision,True,up,2,2,870.0,769.0,2,2,6.49335756303424e-05,5.7644202574410865e-05,-7.289373055931542e-06,-0.11225891975253148,0.002604590685579164,0.0023010631291500994,-0.00030352755642906477,-0.11653560696104982,1.088502029426687,1.0893180843261794,0.0008160548994924355,0.0007497045273514565,59.38627235540335,62.45986670956315,3.073594354159802,0.05175597376722949,True,True
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,2,strict,environment,Environment,True,up,2,2,248.0,18.0,2,2,9.83342459151096e-06,9.628635862852904e-07,-8.87056100522567e-06,-0.9020825779132414,0.0007406463403192786,5.392581766397076e-05,-0.0006867205226553079,-0.9271908673163438,1.0336134453781511,1.05,0.016386554621848903,0.015853658536585526,34.99944537815126,44.75,9.750554621848742,0.27859168956819014,True,True
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,2,strict,general_unmatched,General/unmatched,True,up,2,2,21251.0,24122.0,2,2,0.00204227747428674,0.002215173285498147,0.0001728958112114068,0.08465833530861923,0.06362368092785957,0.07221403301507487,0.0085903520872153,0.1350181561635135,1.255785989751431,1.2611927425632627,0.005406752811831783,0.004305473110829967,76.48542238169613,75.0671699284749,-1.4182524532212284,-0.018542781213177078,False,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,2,strict,human_rights,Human rights,True,up,2,2,191.0,192.0,2,2,8.24423630054983e-06,7.620629997858999e-06,-6.236063026908321e-07,-0.07564148818117235,0.0005713209502767596,0.0005741961717715472,2.8752214947876283e-06,0.005032585438000851,1.0315018315018314,1.01943793911007,-0.01206389239176131,-0.011695463859910648,33.184141025641026,32.7362868852459,-0.4478541403951226,-0.013496029324642472,True,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,2,strict,mental_health,Mental health,True,up,2,2,63.0,99.0,2,2,1.4059562495985145e-06,4.241402567234687e-06,2.8354463176361723e-06,2.016738656303042,0.00018866007236460118,0.0002964263071555252,0.00010776623479092403,0.5712190896580219,1.0642857142857143,1.0806122448979592,0.01632653061224487,0.0153403643336529,17.516964285714288,35.18612244897959,17.6691581632653,1.008688370602841,False,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,2,strict,religious_stvdp,St Vincent / religious,False,up,2,2,1011.0,978.0,2,2,2.581746007689163e-05,2.4547645610090153e-05,-1.2698144668014777e-06,-0.049184329636595324,0.0030272820753451703,0.0029284413964430715,-9.884067890209881e-05,-0.032649973290258726,1.1535870378391149,1.2015097022415522,0.04792266440243731,0.04154230485478188,20.39084376107414,20.576653228504515,0.1858094674303743,0.009112397191973105,False,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,2,strict,total_charity,Total charity,True,up,2,2,24799.0,27936.0,22,22,0.002205349098629601,0.00239428158384891,0.0001889324852193089,0.08567010335765486,0.07424709990490408,0.08363783232070698,0.009390732415802905,0.12647945075067693,1.2329732553866073,1.240224896402859,0.007251641016251753,0.005881426044377541,70.78119768699847,70.15101527576117,-0.6301824112372998,-0.008903245944269401,False,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,4,broad,aid_oxfam,Oxfam,True,up,4,4,661.0,786.0,5,6,1.5609845470600607e-05,2.2380174724162248e-05,6.770329253561642e-06,0.433721734549698,0.0009798010971906578,0.0011809065365934758,0.00020110543940281798,0.2052512902664011,1.0391997354497355,1.0473249896502215,0.008125254200485932,0.0078187608438618,71.70817791005291,64.11834422779643,-7.589833682256483,-0.10584334874296743,False,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,4,broad,aid_red_cross,Red Cross,True,up,4,4,1555.0,1665.0,23,19,3.2351197355939326e-05,3.665487124112675e-05,4.303673885187421e-06,0.1330298176551822,0.00231767188868932,0.0024924290041291926,0.00017475711543987272,0.07540200849512854,1.0791300426138564,1.0812136842989122,0.002083641685055815,0.0019308531898610125,33.64423645161509,35.883633345672436,2.239396894057343,0.06656108535195604,False,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,4,broad,aid_salvation_army,Salvation Army,False,up,4,4,387.0,504.0,11,14,1.0272096757967021e-05,1.5023289858987383e-05,4.751193101020362e-06,0.46253391230328356,0.000576071014468976,0.0007548356842787776,0.00017876466980980157,0.3103170708468771,1.1040617626716025,1.122365414958873,0.0183036522872706,0.01657846771450496,40.036028490324824,47.539136159401345,7.50310766907652,0.1874088902421911,False,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,4,broad,aid_smith_family,Smith Family,False,up,4,4,52.0,140.0,11,11,1.1092390104650363e-06,4.529659740969867e-06,3.4204207305048307e-06,3.0835741424842755,7.724336152700754e-05,0.00020909686920760602,0.0001318535076805985,1.7069882132783272,1.0999999999999999,1.1475898692810458,0.047589869281045916,0.04326351752822356,30.360555555555557,43.63119076797385,13.270635212418291,0.43710119823515386,False,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,4,broad,aid_unicef,UNICEF,True,up,4,4,304.0,313.0,9,12,8.040336540814724e-06,9.168675411903063e-06,1.1283388710883387e-06,0.14033478143117684,0.00045324511897427554,0.0004689815365447145,1.5736417570438974e-05,0.03471944189062985,1.04359410430839,1.0167060677698976,-0.026888036538492477,-0.025764841356891048,53.114013605442175,58.41016013734099,5.296146531898813,0.09971279088869607,False,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,4,broad,aid_world_vision,World Vision,True,up,4,4,1627.0,1595.0,4,5,6.11154025942983e-05,6.205169290094687e-05,9.362903066485723e-07,0.015320038270285772,0.0024237521275334898,0.002387954585809134,-3.579754172435565e-05,-0.014769473048708452,1.0973235623353859,1.0818374117586018,-0.015486150576784041,-0.014112656565785886,60.44019879212734,63.19415085669402,2.7539520645666826,0.045564907455688246,False,True
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,4,broad,animal,Animal / RSPCA,True,up,4,4,801.0,896.0,19,21,1.9109391628831333e-05,2.2364648710698516e-05,3.2552570818671826e-06,0.17034854615443681,0.0011931479417445828,0.0013427749011815807,0.00014962695943699787,0.1254052026592931,1.0939489720542945,1.0970968966843695,0.003147924630074961,0.0028775790374971203,40.816390211176824,46.863583526772416,6.047193315595592,0.1481560050829698,False,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,4,broad,environment,Environment,True,up,4,4,611.0,609.0,28,34,1.1101702772663623e-05,1.1315916355975242e-05,2.142135833116186e-07,0.01929556102322333,0.0009110079069830027,0.0009126065888972199,1.598681914217158e-06,0.0017548496582335212,1.01945870657636,1.016076872023671,-0.0033818345526890337,-0.003317284487221872,27.62149030816652,28.978518699633195,1.3570283914666739,0.049129441472079344,False,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,4,broad,general_other,Other charity-like,False,up,4,4,626.0,657.0,4,4,1.0911444498186764e-05,1.228071028974621e-05,1.3692657915594465e-06,0.12548895719416323,0.0009320354918141399,0.0009839592731878636,5.1923781373723697e-05,0.05571009025917865,1.058501289356241,1.0526195123462527,-0.005881777009988376,-0.005556702735398228,28.29442483338915,31.07135841433447,2.776933580945318,0.09814419615515092,False,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,4,broad,general_unmatched,General/unmatched,True,up,4,4,41556.0,52464.0,4,4,0.0019690500953924925,0.0023204817526163157,0.00035143165722382325,0.17847776348918745,0.061892311221734525,0.07856612798576496,0.01667381676403043,0.2694004543519961,1.2495635915138168,1.2643298817290538,0.01476629021523701,0.011817157858567245,76.34760584562397,71.51906780728532,-4.82853803833865,-0.06324413169028545,False,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,4,broad,human_rights,Human rights,True,up,4,4,362.0,439.0,11,11,7.531340373025996e-06,9.356796382349247e-06,1.8254560093232503e-06,0.24238129189609384,0.000539116067467549,0.0006572294510024187,0.00011811338353486976,0.21908711437538328,1.0275363842291052,1.0279460461964525,0.00040966196734726346,0.0003986836608755286,32.921329959652255,34.170217443073625,1.2488874834213703,0.03793551126130028,False,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,4,broad,mental_health,Mental health,True,up,4,4,976.0,959.0,57,58,1.8253735188463076e-05,1.860462574672249e-05,3.50890558259415e-07,0.019222945585470566,0.0014534949831574104,0.0014361143912636155,-1.7380591893794827e-05,-0.011957792833958853,1.0940647893772895,1.1138826933421149,0.019817903964825412,0.018114013134546813,29.71767404990842,30.948053870267195,1.230379820358774,0.0414022920600196,False,True
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,4,broad,religious_stvdp,St Vincent / religious,False,up,4,4,1975.0,1931.0,6,4,2.5622357407995912e-05,3.4171171525409567e-05,8.548814117413654e-06,0.3336466657336473,0.0029417673241007355,0.0028918692952082893,-4.9898028892446204e-05,-0.01696192233955806,1.1493642085994136,1.188746814112739,0.03938260551332551,0.034264687571327945,20.981283268548676,29.380673085348732,8.399389816800056,0.40032774493783674,False,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,4,broad,total_charity,Total charity,True,up,4,4,51493.0,62958.0,192,203,0.0021900781849917444,0.0025783839855053133,0.0003883058005135689,0.17730225485764226,0.07669066554538567,0.09428488610306884,0.01759422055768317,0.22941801890180338,1.2186912465617792,1.2363169125275248,0.017625665965745663,0.014462782116037923,68.62936895281617,66.20264734434927,-2.4267216084668917,-0.0353598123586901,False,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,4,strict,aid_oxfam,Oxfam,True,up,4,4,660.0,784.0,4,4,1.5589567454122414e-05,2.2359432389865002e-05,6.7698649357425884e-06,0.43425611106050316,0.0009783201334979637,0.00117791723342538,0.0001995970999274163,0.20402023130584152,1.039219907959474,1.0476815103072648,0.008461602347790809,0.00814226352188086,71.70910410649142,64.70798134825436,-7.001122758237059,-0.09763227201723312,False,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,4,strict,aid_red_cross,Red Cross,True,up,4,4,1441.0,1586.0,4,4,2.9869104894044556e-05,3.503127534887089e-05,5.162170454826336e-06,0.17282641957762832,0.0021477775168101875,0.0023742064940660687,0.00022642897725588113,0.10542478235462974,1.083932730025907,1.0851921578219637,0.0012594277960567002,0.0011619058647916267,33.465882282030485,36.055809248634034,2.5899269666035494,0.0773900698262544,False,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,4,strict,aid_salvation_army,Salvation Army,False,up,4,4,374.0,488.0,4,4,1.0056202001155007e-05,1.4479620228765046e-05,4.42341822761004e-06,0.43986966720656445,0.0005566726923342102,0.0007308809925584617,0.00017420830022425152,0.31294565482235276,1.107896893586667,1.1267008727983183,0.018803979211651223,0.016972679786812897,40.50840552499527,47.39595771806769,6.887552193072423,0.17002772890733836,False,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,4,strict,aid_smith_family,Smith Family,False,up,4,3,42.0,116.0,4,3,9.473513102741308e-07,5.505093123078598e-06,4.557741812804467e-06,4.811036585240605,6.23276179537351e-05,0.00023093438814574574,0.00016860677019201064,2.705169485494617,1.124384236453202,1.171128579023316,0.04674434257011395,0.04157328167243431,34.367764778325125,48.07846889952153,13.710704121196407,0.3989408158962785,False,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,4,strict,aid_unicef,UNICEF,True,up,4,4,298.0,301.0,4,4,7.818992598623617e-06,8.976619529326976e-06,1.1576269307033582e-06,0.1480532071237842,0.00044433855376854216,0.0004510161598863282,6.677606117786025e-06,0.015028194292733865,1.0421059405497362,1.0171911421911422,-0.024914798358594004,-0.023908124298236744,54.99483970300449,65.25492424242424,10.26008453941975,0.18656449577503215,False,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,4,strict,aid_world_vision,World Vision,True,up,4,4,1627.0,1594.0,4,4,6.11154025942983e-05,6.204563637234747e-05,9.302337780491715e-07,0.015220938397875442,0.0024237521275334898,0.0023864572570436514,-3.7294870489838414e-05,-0.015387246107460343,1.0973235623353859,1.0818817992590817,-0.015441763076304182,-0.014072205871019622,60.44019879212734,63.22536780600109,2.785169013873748,0.04608140061638135,False,True
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,4,strict,environment,Environment,True,up,4,4,283.0,269.0,4,4,5.529586435821438e-06,5.496200933716401e-06,-3.338550210503685e-08,-0.00603761284727568,0.000422166292482564,0.00040318307004272736,-1.8983222439836655e-05,-0.04496622013142057,1.0268067226890756,1.0505557761016275,0.023749053412551957,0.023129039660313308,30.437422689075632,38.61354704247717,8.17612435340154,0.26862078425372243,True,True
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,4,strict,general_unmatched,General/unmatched,True,up,4,4,41556.0,52464.0,4,4,0.0019690500953924925,0.0023204817526163157,0.00035143165722382325,0.17847776348918745,0.061892311221734525,0.07856612798576496,0.01667381676403043,0.2694004543519961,1.2495635915138168,1.2643298817290538,0.01476629021523701,0.011817157858567245,76.34760584562397,71.51906780728532,-4.82853803833865,-0.06324413169028545,False,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,4,strict,human_rights,Human rights,True,up,4,4,349.0,428.0,4,4,7.318857375948422e-06,9.183423235013132e-06,1.8645658590647098e-06,0.2547618792507332,0.0005197353976760006,0.0006407337881101291,0.00012099839043412848,0.23280767670467198,1.028575591075591,1.0287093541704198,0.00013376309482882043,0.0001300469270216136,33.13761921411921,34.442303699033204,1.3046844849139916,0.039371702489661486,False,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,4,strict,mental_health,Mental health,True,up,4,4,142.0,178.0,4,4,4.616350002810225e-06,7.687352483905058e-06,3.071002481094833e-06,0.6652447234774974,0.0002113637402196587,0.0002665550075937291,5.51912673740704e-05,0.2611198463686967,1.06996336996337,1.1085184880403773,0.0385551180770074,0.03603405421096549,47.421079899267404,66.6871304449199,19.266050545652497,0.4062760819993501,False,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,4,strict,religious_stvdp,St Vincent / religious,False,up,4,4,1973.0,1931.0,4,4,2.5428167928321416e-05,3.4171171525409567e-05,8.74300359708815e-06,0.34383144006809696,0.0029387846136657786,0.0028918692952082893,-4.691531845748935e-05,-0.015964190856085966,1.14950161450347,1.188746814112739,0.03924519960926909,0.03414105653624606,20.85343336599545,29.380673085348732,8.527239719353283,0.4089129866383626,False,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,4,strict,total_charity,Total charity,True,up,4,4,48745.0,60139.0,44,43,0.002137339677987912,0.0025240413045058445,0.0003867016265179323,0.18092661194685372,0.07259754990767664,0.09006214807480903,0.01746459816713239,0.24056732202866862,1.2270510200973186,1.243966805541234,0.016915785443915476,0.013785722978799911,70.74294017112933,67.81107654317812,-2.9318636279512162,-0.04144390409642218,False,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,8,broad,aid_oxfam,Oxfam,True,up,8,8,1325.0,1418.0,9,12,1.4808026419328403e-05,1.8934178571949872e-05,4.126152152621469e-06,0.27864294915328797,0.0009899968626694584,0.0010549031211090475,6.490625843958917e-05,0.06556208497931389,1.0572085378376497,1.0405782346711354,-0.01663030316651426,-0.015730390524965752,53.78622191437796,53.30792760278426,-0.47829431159370017,-0.008892506195268645,False,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,8,broad,aid_red_cross,Red Cross,True,up,8,8,3085.0,3555.0,41,41,2.9374303763345973e-05,5.04904839608207e-05,2.1116180197474725e-05,0.7188657258942099,0.002297339295768715,0.002627541303859294,0.0003302020080905789,0.1437323640869033,1.072427706275256,1.0745353258385055,0.002107619563249452,0.001965278918958195,32.06314983497421,46.40922627195087,14.34607643697666,0.4474319120490177,False,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,8,broad,aid_salvation_army,Salvation Army,False,up,8,8,644.0,1074.0,24,28,7.117546916955097e-06,2.13004672282346e-05,1.4182920311279503e-05,1.9926697325301213,0.0004796207649283321,0.0007955263273274834,0.00031590556239915134,0.6586569754675987,1.0965083791624282,1.1106422912685168,0.014133912106088609,0.012889926219154703,33.66425659954642,62.84023939257622,29.175982793029803,0.8666753922444528,False,False
giving_tuesday_2019,GivingTuesday 2019,giving_day,2019-12-03,2019-12-02,8,broad,aid_smith_family,Smith Family,False,up,8,8,193.0,255.0,24,19,2.8268151794212014e-06,4.20275806941777e-06,1.3759428899965689e-06,0.4867466752029742,0.00014274993198730047,0.00018847341535073252,4.572348336343205e-05,0.32030476461102464,1.1189018105366677,1.121294934640523,0.002393124103855282,0.0021388151143552523,37.78058095362426,42.89556413398692,5.114983180362664,0.135386567682517,False,False
